,Date,Brand Alias,Ad group alias,ASIN/SKU Alias,Marketplace,Impressions,Clicks,Spend,Sales,Orders,Units,Advertised Units sold,Other SKU units sold,Advertised SKU Sales,Other SKU sales
3630,2021-10-28,Brand 2,Brand 2 Ad Group 2,ASIN491,Ebay,8525,19,7.98,217.94,4,5,0,5,0.0,217.94
3631,2021-10-28,Brand 2,Brand 2 Ad Group 2,ASIN495,Ebay,85129,151,103.93,507.18,5,5,2,3,196.98,310.2
3632,2021-10-28,Brand 2,Brand 2 Ad Group 2,ASIN499,Ebay,6473,19,10.12,292.98,2,2,1,1,147.99,144.99
3633,2021-10-28,Brand 2,Brand 2 Ad Group 2,ASIN506,Ebay,15366,61,40.96,844.03,7,7,1,6,296.99,547.04
3634,2021-10-28,Brand 2,Brand 2 Ad Group 2,ASIN510,Ebay,11701,25,17.8,269.96,2,4,1,3,59.99,209.97
3635,2021-10-28,Brand 2,Brand 2 Ad Group 3,ASIN514,Ebay,297,4,2.44,66.99,1,1,1,0,66.99,0.0
3636,2021-10-28,Brand 2,Brand 2 Ad Group 3,ASIN519,Ebay,4423,6,3.1,0.0,0,0,0,0,0.0,0.0
3637,2021-10-28,Brand 2,Brand 2 Ad Group 4,ASIN523,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3638,2021-10-28,Brand 2,Brand 2 Ad Group 6,ASIN621,Ebay,858,4,1.69,0.0,0,0,0,0,0.0,0.0
3639,2021-10-29,Brand 1,Brand 1 Ad Group 1,ASIN376,Ebay,1507,26,4.13,106.97,2,3,3,0,106.97,0.0
3640,2021-10-29,Brand 1,Brand 1 Ad Group 11,ASIN384,Ebay,5648,25,3.76,0.0,0,0,0,0,0.0,0.0
3641,2021-10-29,Brand 1,Brand 1 Ad Group 11,ASIN389,Ebay,3125,14,2.26,89.98,2,2,0,2,0.0,89.98
3642,2021-10-29,Brand 1,Brand 1 Ad Group 13,ASIN376,Ebay,193,3,0.6,0.0,0,0,0,0,0.0,0.0
3643,2021-10-29,Brand 1,Brand 1 Ad Group 13,ASIN398,Ebay,748,4,0.78,0.0,0,0,0,0,0.0,0.0
3644,2021-10-29,Brand 1,Brand 1 Ad Group 13,ASIN403,Ebay,651,5,1.25,0.0,0,0,0,0,0.0,0.0
3645,2021-10-29,Brand 1,Brand 1 Ad Group 13,ASIN409,Ebay,110,1,0.18,0.0,0,0,0,0,0.0,0.0
3646,2021-10-29,Brand 1,Brand 1 Ad Group 2,ASIN378,Ebay,1546,30,9.61,239.96,4,4,3,1,179.97,59.99
3647,2021-10-29,Brand 1,Brand 1 Ad Group 2,ASIN384,Ebay,670,7,1.28,0.0,0,0,0,0,0.0,0.0
3648,2021-10-29,Brand 1,Brand 1 Ad Group 2,ASIN390,Ebay,4274,34,7.17,249.95,5,5,4,1,199.96,49.99
3649,2021-10-29,Brand 1,Brand 1 Ad Group 4,ASIN375,Ebay,18734,101,12.79,85.98,2,2,2,0,85.98,0.0
3650,2021-10-29,Brand 1,Brand 1 Ad Group 4,ASIN399,Ebay,13186,27,3.02,32.99,1,1,0,1,0.0,32.99
3651,2021-10-29,Brand 1,Brand 1 Ad Group 4,ASIN403,Ebay,10629,48,7.0,29.19,1,1,0,1,0.0,29.19
3652,2021-10-29,Brand 1,Brand 1 Ad Group 4,ASIN409,Ebay,3721,15,1.79,59.99,1,1,0,1,0.0,59.99
3653,2021-10-29,Brand 1,Brand 1 Ad Group 6,ASIN400,Ebay,40,1,0.23,0.0,0,0,0,0,0.0,0.0
3654,2021-10-29,Brand 1,Brand 1 Ad Group 8,ASIN405,Ebay,226,1,0.37,0.0,0,0,0,0,0.0,0.0
3655,2021-10-29,Brand 1,Brand 1 Ad Group 9,ASIN413,Ebay,2209,41,8.62,84.99,1,1,0,1,0.0,84.99
3656,2021-10-29,Brand 2,Brand 2 Ad Group 1,ASIN446,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3657,2021-10-29,Brand 2,Brand 2 Ad Group 1,ASIN449,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3658,2021-10-29,Brand 2,Brand 2 Ad Group 1,ASIN454,Ebay,1214,0,0.0,0.0,0,0,0,0,0.0,0.0
3659,2021-10-29,Brand 2,Brand 2 Ad Group 1,ASIN458,Ebay,13374,16,11.23,542.56,3,4,2,2,503.98,38.58
3660,2021-10-29,Brand 2,Brand 2 Ad Group 1,ASIN462,Ebay,18064,39,31.09,176.99,1,1,1,0,176.99,0.0
3661,2021-10-29,Brand 2,Brand 2 Ad Group 1,ASIN467,Ebay,5924,17,12.23,308.98,2,2,0,2,0.0,308.98
3662,2021-10-29,Brand 2,Brand 2 Ad Group 1,ASIN472,Ebay,14392,69,44.25,,10,12,6,6,821.94,519.24
3663,2021-10-29,Brand 2,Brand 2 Ad Group 2,ASIN475,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3664,2021-10-29,Brand 2,Brand 2 Ad Group 2,ASIN479,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3665,2021-10-29,Brand 2,Brand 2 Ad Group 2,ASIN483,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3666,2021-10-29,Brand 2,Brand 2 Ad Group 2,ASIN487,Ebay,6802,11,8.96,569.92,3,8,0,8,0.0,569.92
3667,2021-10-29,Brand 2,Brand 2 Ad Group 2,ASIN491,Ebay,10801,23,10.31,199.99,1,1,1,0,199.99,0.0
3668,2021-10-29,Brand 2,Brand 2 Ad Group 2,ASIN495,Ebay,25154,47,32.54,191.78,2,2,1,1,97.79,93.99
3669,2021-10-29,Brand 2,Brand 2 Ad Group 2,ASIN499,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3670,2021-10-29,Brand 2,Brand 2 Ad Group 2,ASIN506,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3671,2021-10-29,Brand 2,Brand 2 Ad Group 2,ASIN510,Ebay,11327,32,24.13,339.97,2,3,1,2,59.99,279.98
3672,2021-10-29,Brand 2,Brand 2 Ad Group 3,ASIN514,Ebay,4899,21,12.12,133.98,2,2,2,0,133.98,0.0
3673,2021-10-29,Brand 2,Brand 2 Ad Group 3,ASIN519,Ebay,4684,10,5.64,0.0,0,0,0,0,0.0,0.0
3674,2021-10-29,Brand 2,Brand 2 Ad Group 5,ASIN618,Ebay,7311,9,5.31,0.0,0,0,0,0,0.0,0.0
3675,2021-10-29,Brand 2,Brand 2 Ad Group 6,ASIN621,Ebay,706,0,0.0,0.0,0,0,0,0,0.0,0.0
3676,2021-10-30,Brand 1,Brand 1 Ad Group 1,ASIN376,Ebay,2446,44,9.42,202.74,6,6,5,1,174.95,27.79
3677,2021-10-30,Brand 1,Brand 1 Ad Group 11,ASIN384,Ebay,4212,10,1.41,0.0,0,0,0,0,0.0,0.0
3678,2021-10-30,Brand 1,Brand 1 Ad Group 11,ASIN389,Ebay,2070,21,3.52,49.99,1,1,1,0,49.99,0.0
3679,2021-10-30,Brand 1,Brand 1 Ad Group 13,ASIN376,Ebay,386,9,1.72,0.0,0,0,0,0,0.0,0.0
3680,2021-10-30,Brand 1,Brand 1 Ad Group 13,ASIN398,Ebay,1559,7,1.09,0.0,0,0,0,0,0.0,0.0
3681,2021-10-30,Brand 1,Brand 1 Ad Group 13,ASIN403,Ebay,729,4,1.0,0.0,0,0,0,0,0.0,0.0
3682,2021-10-30,Brand 1,Brand 1 Ad Group 13,ASIN409,Ebay,65,3,0.46,59.99,1,1,0,1,0.0,59.99
3683,2021-10-30,Brand 1,Brand 1 Ad Group 2,ASIN378,Ebay,64,0,0.0,49.99,1,1,0,1,0.0,49.99
3684,2021-10-30,Brand 1,Brand 1 Ad Group 2,ASIN384,Ebay,1572,10,3.08,59.99,1,1,1,0,59.99,0.0
3685,2021-10-30,Brand 1,Brand 1 Ad Group 2,ASIN390,Ebay,4285,24,5.17,49.99,1,1,1,0,49.99,0.0
3686,2021-10-30,Brand 1,Brand 1 Ad Group 4,ASIN375,Ebay,22535,129,16.73,257.94,6,6,6,0,257.94,0.0
3687,2021-10-30,Brand 1,Brand 1 Ad Group 4,ASIN399,Ebay,13886,38,4.51,129.97,3,3,1,2,36.99,92.98
3688,2021-10-30,Brand 1,Brand 1 Ad Group 4,ASIN403,Ebay,8379,31,4.55,159.96,4,4,4,0,159.96,0.0
3689,2021-10-30,Brand 1,Brand 1 Ad Group 4,ASIN409,Ebay,2855,27,3.25,0.0,0,0,0,0,0.0,0.0
3690,2021-10-30,Brand 1,Brand 1 Ad Group 6,ASIN400,Ebay,25,0,0.0,0.0,0,0,0,0,0.0,0.0
3691,2021-10-30,Brand 1,Brand 1 Ad Group 8,ASIN405,Ebay,353,4,0.68,0.0,0,0,0,0,0.0,0.0
3692,2021-10-30,Brand 1,Brand 1 Ad Group 9,ASIN413,Ebay,3102,53,12.0,31.99,1,1,0,1,0.0,31.99
3693,2021-10-30,Brand 2,Brand 2 Ad Group 1,ASIN446,Ebay,56474,123,107.43,734.86,13,14,8,6,415.92,318.94
3694,2021-10-30,Brand 2,Brand 2 Ad Group 1,ASIN449,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3695,2021-10-30,Brand 2,Brand 2 Ad Group 1,ASIN454,Ebay,1,0,0.0,0.0,0,0,0,0,0.0,0.0
3696,2021-10-30,Brand 2,Brand 2 Ad Group 1,ASIN458,Ebay,9217,12,8.08,0.0,0,0,0,0,0.0,0.0
3697,2021-10-30,Brand 2,Brand 2 Ad Group 1,ASIN462,Ebay,14421,45,31.44,433.97,3,3,1,2,176.99,256.98
3698,2021-10-30,Brand 2,Brand 2 Ad Group 1,ASIN467,Ebay,5221,10,6.48,523.98,2,2,0,2,0.0,523.98
3699,2021-10-30,Brand 2,Brand 2 Ad Group 1,ASIN472,Ebay,35531,71,49.66,650.95,5,5,2,3,273.98,376.97
3700,2021-10-30,Brand 2,Brand 2 Ad Group 2,ASIN475,Ebay,151977,313,177.65,884.95,5,5,3,2,629.97,254.98
3701,2021-10-30,Brand 2,Brand 2 Ad Group 2,ASIN479,Ebay,32625,68,36.11,,8,8,3,5,507.95,710.17
3702,2021-10-30,Brand 2,Brand 2 Ad Group 2,ASIN483,Ebay,26814,87,49.93,827.91,9,9,9,0,827.91,0.0
3703,2021-10-30,Brand 2,Brand 2 Ad Group 2,ASIN487,Ebay,10136,33,22.47,64.99,1,1,0,1,0.0,64.99
3704,2021-10-30,Brand 2,Brand 2 Ad Group 2,ASIN491,Ebay,8926,32,13.43,399.98,2,2,2,0,399.98,0.0
3705,2021-10-30,Brand 2,Brand 2 Ad Group 2,ASIN495,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3706,2021-10-30,Brand 2,Brand 2 Ad Group 2,ASIN499,Ebay,50006,104,63.96,0.0,0,0,0,0,0.0,0.0
3707,2021-10-30,Brand 2,Brand 2 Ad Group 2,ASIN506,Ebay,21112,75,49.9,209.99,1,1,0,1,0.0,209.99
3708,2021-10-30,Brand 2,Brand 2 Ad Group 2,ASIN510,Ebay,41274,100,65.55,64.99,1,1,0,1,0.0,64.99
3709,2021-10-30,Brand 2,Brand 2 Ad Group 3,ASIN514,Ebay,13544,25,12.72,66.99,1,1,1,0,66.99,0.0
3710,2021-10-30,Brand 2,Brand 2 Ad Group 3,ASIN519,Ebay,5327,8,6.23,0.0,0,0,0,0,0.0,0.0
3711,2021-10-30,Brand 2,Brand 2 Ad Group 5,ASIN618,Ebay,2695,2,1.14,0.0,0,0,0,0,0.0,0.0
3712,2021-10-30,Brand 2,Brand 2 Ad Group 6,ASIN621,Ebay,595,0,0.0,0.0,0,0,0,0,0.0,0.0
3713,2021-10-31,Brand 1,Brand 1 Ad Group 1,ASIN376,Ebay,3062,49,10.96,69.98,2,2,2,0,69.98,0.0
3714,2021-10-31,Brand 1,Brand 1 Ad Group 11,ASIN384,Ebay,3147,19,2.59,0.0,0,0,0,0,0.0,0.0
3715,2021-10-31,Brand 1,Brand 1 Ad Group 11,ASIN389,Ebay,2964,30,6.55,94.98,2,2,1,1,49.99,44.99
3716,2021-10-31,Brand 1,Brand 1 Ad Group 13,ASIN376,Ebay,260,2,0.24,0.0,0,0,0,0,0.0,0.0
3717,2021-10-31,Brand 1,Brand 1 Ad Group 13,ASIN398,Ebay,1112,8,1.14,0.0,0,0,0,0,0.0,0.0
3718,2021-10-31,Brand 1,Brand 1 Ad Group 13,ASIN403,Ebay,536,4,0.56,0.0,0,0,0,0,0.0,0.0
3719,2021-10-31,Brand 1,Brand 1 Ad Group 13,ASIN409,Ebay,216,0,0.0,0.0,0,0,0,0,0.0,0.0
3720,2021-10-31,Brand 1,Brand 1 Ad Group 2,ASIN378,Ebay,4,0,0.0,0.0,0,0,0,0,0.0,0.0
3721,2021-10-31,Brand 1,Brand 1 Ad Group 2,ASIN384,Ebay,1622,22,6.1,282.95,5,5,0,5,0.0,282.95
3722,2021-10-31,Brand 1,Brand 1 Ad Group 2,ASIN390,Ebay,2433,16,3.31,0.0,0,0,0,0,0.0,0.0
3723,2021-10-31,Brand 1,Brand 1 Ad Group 4,ASIN375,Ebay,47385,185,27.53,618.86,12,14,9,5,391.91,226.95
3724,2021-10-31,Brand 1,Brand 1 Ad Group 4,ASIN399,Ebay,12791,49,5.66,113.97,3,3,1,2,36.99,76.98
3725,2021-10-31,Brand 1,Brand 1 Ad Group 4,ASIN403,Ebay,8690,39,5.97,143.96,4,4,3,1,119.97,23.99
3726,2021-10-31,Brand 1,Brand 1 Ad Group 4,ASIN409,Ebay,2975,23,3.06,42.99,1,1,1,0,42.99,0.0
3727,2021-10-31,Brand 1,Brand 1 Ad Group 6,ASIN411,Ebay,245,12,3.23,37.99,1,1,1,0,37.99,0.0
3728,2021-10-31,Brand 1,Brand 1 Ad Group 8,ASIN405,Ebay,368,4,1.08,0.0,0,0,0,0,0.0,0.0
3729,2021-10-31,Brand 1,Brand 1 Ad Group 9,ASIN413,Ebay,2605,44,8.75,100.97,3,3,0,3,0.0,100.97
3730,2021-10-31,Brand 2,Brand 2 Ad Group 1,ASIN446,Ebay,90245,170,143.86,,17,20,14,6,727.86,414.95
3731,2021-10-31,Brand 2,Brand 2 Ad Group 1,ASIN449,Ebay,32943,75,52.3,354.21,4,4,2,2,187.98,166.23
3732,2021-10-31,Brand 2,Brand 2 Ad Group 1,ASIN454,Ebay,967,2,1.29,0.0,0,0,0,0,0.0,0.0
3733,2021-10-31,Brand 2,Brand 2 Ad Group 1,ASIN458,Ebay,7769,10,5.74,0.0,0,0,0,0,0.0,0.0
3734,2021-10-31,Brand 2,Brand 2 Ad Group 1,ASIN462,Ebay,20838,85,58.08,,7,7,1,6,176.99,
3735,2021-10-31,Brand 2,Brand 2 Ad Group 1,ASIN467,Ebay,13599,15,8.78,241.99,1,1,0,1,0.0,241.99
3736,2021-10-31,Brand 2,Brand 2 Ad Group 1,ASIN472,Ebay,23400,49,35.89,525.94,4,6,1,5,136.99,388.95
3737,2021-10-31,Brand 2,Brand 2 Ad Group 2,ASIN475,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3738,2021-10-31,Brand 2,Brand 2 Ad Group 2,ASIN479,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3739,2021-10-31,Brand 2,Brand 2 Ad Group 2,ASIN483,Ebay,41829,94,58.24,761.93,7,7,4,3,367.96,393.97
3740,2021-10-31,Brand 2,Brand 2 Ad Group 2,ASIN487,Ebay,21716,59,54.63,129.98,2,2,0,2,0.0,129.98
3741,2021-10-31,Brand 2,Brand 2 Ad Group 2,ASIN491,Ebay,9965,33,16.56,495.95,3,5,1,4,199.99,295.96
3742,2021-10-31,Brand 2,Brand 2 Ad Group 2,ASIN495,Ebay,25325,63,33.54,274.08,3,3,0,3,0.0,274.08
3743,2021-10-31,Brand 2,Brand 2 Ad Group 2,ASIN500,Ebay,24107,57,36.75,205.62,3,3,0,3,0.0,205.62
3744,2021-10-31,Brand 2,Brand 2 Ad Group 2,ASIN506,Ebay,30543,90,57.87,496.98,2,2,1,1,296.99,199.99
3745,2021-10-31,Brand 2,Brand 2 Ad Group 2,ASIN510,Ebay,65382,120,92.42,533.96,4,4,0,4,0.0,533.96
3746,2021-10-31,Brand 2,Brand 2 Ad Group 3,ASIN514,Ebay,8399,30,13.97,600.91,8,9,7,2,468.93,131.98
3747,2021-10-31,Brand 2,Brand 2 Ad Group 3,ASIN519,Ebay,4397,8,4.12,0.0,0,0,0,0,0.0,0.0
3748,2021-10-31,Brand 2,Brand 2 Ad Group 5,ASIN618,Ebay,5322,9,6.76,349.96,2,4,0,4,0.0,349.96
3749,2021-10-31,Brand 2,Brand 2 Ad Group 6,ASIN621,Ebay,651,1,0.61,0.0,0,0,0,0,0.0,0.0
3750,2021-11-01,Brand 1,Brand 1 Ad Group 1,ASIN376,Ebay,2663,26,6.79,209.94,6,6,6,0,209.94,0.0
3751,2021-11-01,Brand 1,Brand 1 Ad Group 11,ASIN384,Ebay,3642,24,4.01,59.99,1,1,0,1,0.0,59.99
3752,2021-11-01,Brand 1,Brand 1 Ad Group 11,ASIN389,Ebay,1127,14,2.78,59.99,1,1,0,1,0.0,59.99
3753,2021-11-01,Brand 1,Brand 1 Ad Group 13,ASIN376,Ebay,987,10,1.29,31.99,1,1,0,1,0.0,31.99
3754,2021-11-01,Brand 1,Brand 1 Ad Group 13,ASIN398,Ebay,1589,15,2.38,103.08,2,2,0,2,0.0,103.08
3755,2021-11-01,Brand 1,Brand 1 Ad Group 13,ASIN403,Ebay,461,3,0.52,0.0,0,0,0,0,0.0,0.0
3756,2021-11-01,Brand 1,Brand 1 Ad Group 13,ASIN409,Ebay,152,3,0.36,0.0,0,0,0,0,0.0,0.0
3757,2021-11-01,Brand 1,Brand 1 Ad Group 2,ASIN379,Ebay,327,7,1.49,0.0,0,0,0,0,0.0,0.0
3758,2021-11-01,Brand 1,Brand 1 Ad Group 2,ASIN384,Ebay,1995,13,2.48,359.94,6,6,4,2,239.96,119.98
3759,2021-11-01,Brand 1,Brand 1 Ad Group 2,ASIN390,Ebay,5735,18,3.66,137.97,3,3,2,1,99.98,37.99
3760,2021-11-01,Brand 1,Brand 1 Ad Group 4,ASIN375,Ebay,52359,185,47.81,268.9,6,6,5,1,219.95,48.95
3761,2021-11-01,Brand 1,Brand 1 Ad Group 4,ASIN399,Ebay,45981,98,18.72,303.23,7,7,1,6,42.99,260.24
3762,2021-11-01,Brand 1,Brand 1 Ad Group 4,ASIN403,Ebay,11136,56,7.9,183.95,5,5,4,1,159.96,23.99
3763,2021-11-01,Brand 1,Brand 1 Ad Group 4,ASIN409,Ebay,1134,11,1.14,0.0,0,0,0,0,0.0,0.0
3764,2021-11-01,Brand 1,Brand 1 Ad Group 6,ASIN411,Ebay,218,20,4.73,75.98,2,2,2,0,75.98,0.0
3765,2021-11-01,Brand 1,Brand 1 Ad Group 8,ASIN405,Ebay,674,2,0.34,0.0,0,0,0,0,0.0,0.0
3766,2021-11-01,Brand 1,Brand 1 Ad Group 9,ASIN413,Ebay,3806,58,10.22,28.99,1,1,1,0,28.99,0.0
3767,2021-11-01,Brand 2,Brand 2 Ad Group 1,ASIN446,Ebay,44807,90,66.61,408.94,6,6,1,5,64.99,343.95
3768,2021-11-01,Brand 2,Brand 2 Ad Group 1,ASIN449,Ebay,28455,84,65.13,663.84,7,9,2,7,187.98,475.86
3769,2021-11-01,Brand 2,Brand 2 Ad Group 1,ASIN454,Ebay,1362,1,0.7,0.0,0,0,0,0,0.0,0.0
3770,2021-11-01,Brand 2,Brand 2 Ad Group 1,ASIN458,Ebay,538,1,0.26,0.0,0,0,0,0,0.0,0.0
3771,2021-11-01,Brand 2,Brand 2 Ad Group 1,ASIN462,Ebay,20292,66,46.05,,9,11,2,9,353.98,
3772,2021-11-01,Brand 2,Brand 2 Ad Group 1,ASIN467,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3773,2021-11-01,Brand 2,Brand 2 Ad Group 1,ASIN472,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3774,2021-11-01,Brand 2,Brand 2 Ad Group 2,ASIN475,Ebay,174556,251,156.03,419.98,2,2,2,0,419.98,0.0
3775,2021-11-01,Brand 2,Brand 2 Ad Group 2,ASIN480,Ebay,14788,51,32.85,299.97,2,3,3,0,299.97,0.0
3776,2021-11-01,Brand 2,Brand 2 Ad Group 2,ASIN483,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3777,2021-11-01,Brand 2,Brand 2 Ad Group 2,ASIN487,Ebay,16045,45,41.52,890.53,8,13,4,9,279.96,610.57
3778,2021-11-01,Brand 2,Brand 2 Ad Group 2,ASIN491,Ebay,10424,25,13.61,726.75,5,5,2,3,399.98,326.77
3779,2021-11-01,Brand 2,Brand 2 Ad Group 2,ASIN495,Ebay,17131,31,20.26,97.59,1,1,1,0,97.59,0.0
3780,2021-11-01,Brand 2,Brand 2 Ad Group 2,ASIN500,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3781,2021-11-01,Brand 2,Brand 2 Ad Group 2,ASIN506,Ebay,44499,140,89.5,,4,8,0,8,0.0,
3782,2021-11-01,Brand 2,Brand 2 Ad Group 2,ASIN510,Ebay,838,0,0.0,0.0,0,0,0,0,0.0,0.0
3783,2021-11-01,Brand 2,Brand 2 Ad Group 3,ASIN514,Ebay,8904,30,20.02,98.99,1,1,0,1,0.0,98.99
3784,2021-11-01,Brand 2,Brand 2 Ad Group 3,ASIN519,Ebay,1252,1,0.7,0.0,0,0,0,0,0.0,0.0
3785,2021-11-01,Brand 2,Brand 2 Ad Group 5,ASIN618,Ebay,8912,20,16.08,0.0,0,0,0,0,0.0,0.0
3786,2021-11-01,Brand 2,Brand 2 Ad Group 6,ASIN621,Ebay,919,2,1.34,0.0,0,0,0,0,0.0,0.0
3787,2021-11-02,Brand 1,Brand 1 Ad Group 1,ASIN376,Ebay,3340,34,9.02,164.96,4,4,3,1,104.97,59.99
3788,2021-11-02,Brand 1,Brand 1 Ad Group 11,ASIN384,Ebay,3758,16,2.58,172.96,4,4,1,3,59.99,112.97
3789,2021-11-02,Brand 1,Brand 1 Ad Group 11,ASIN389,Ebay,263,1,0.33,0.0,0,0,0,0,0.0,0.0
3790,2021-11-02,Brand 1,Brand 1 Ad Group 13,ASIN376,Ebay,637,13,1.83,0.0,0,0,0,0,0.0,0.0
3791,2021-11-02,Brand 1,Brand 1 Ad Group 13,ASIN398,Ebay,4172,15,6.09,0.0,0,0,0,0,0.0,0.0
3792,2021-11-02,Brand 1,Brand 1 Ad Group 13,ASIN403,Ebay,659,4,0.87,79.98,2,2,2,0,79.98,0.0
3793,2021-11-02,Brand 1,Brand 1 Ad Group 13,ASIN409,Ebay,174,1,0.2,0.0,0,0,0,0,0.0,0.0
3794,2021-11-02,Brand 1,Brand 1 Ad Group 2,ASIN379,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3795,2021-11-02,Brand 1,Brand 1 Ad Group 2,ASIN384,Ebay,998,12,2.64,159.97,3,3,1,2,59.99,99.98
3796,2021-11-02,Brand 1,Brand 1 Ad Group 2,ASIN390,Ebay,2072,11,2.35,0.0,0,0,0,0,0.0,0.0
3797,2021-11-02,Brand 1,Brand 1 Ad Group 4,ASIN375,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3798,2021-11-02,Brand 1,Brand 1 Ad Group 4,ASIN399,Ebay,173581,112,82.43,266.94,5,6,3,3,143.97,122.97
3799,2021-11-02,Brand 1,Brand 1 Ad Group 4,ASIN403,Ebay,12918,89,15.82,279.93,7,7,5,2,199.95,79.98
3800,2021-11-02,Brand 1,Brand 1 Ad Group 4,ASIN409,Ebay,2268,35,4.43,39.99,1,1,1,0,39.99,0.0
3801,2021-11-02,Brand 1,Brand 1 Ad Group 6,ASIN411,Ebay,401,24,4.9,198.77,1,1,0,1,0.0,198.77
3802,2021-11-02,Brand 1,Brand 1 Ad Group 8,ASIN405,Ebay,206,2,0.88,0.0,0,0,0,0,0.0,0.0
3803,2021-11-02,Brand 1,Brand 1 Ad Group 9,ASIN413,Ebay,1837,28,5.12,60.98,2,2,2,0,60.98,0.0
3804,2021-11-02,Brand 2,Brand 2 Ad Group 1,ASIN446,Ebay,85155,184,108.14,629.86,12,12,3,9,194.97,434.89
3805,2021-11-02,Brand 2,Brand 2 Ad Group 1,ASIN449,Ebay,50003,127,79.42,,13,14,4,10,375.96,630.2
3806,2021-11-02,Brand 2,Brand 2 Ad Group 1,ASIN454,Ebay,2330,6,4.11,0.0,0,0,0,0,0.0,0.0
3807,2021-11-02,Brand 2,Brand 2 Ad Group 1,ASIN458,Ebay,6953,9,7.44,251.99,1,1,1,0,251.99,0.0
3808,2021-11-02,Brand 2,Brand 2 Ad Group 1,ASIN462,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3809,2021-11-02,Brand 2,Brand 2 Ad Group 1,ASIN467,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3810,2021-11-02,Brand 2,Brand 2 Ad Group 1,ASIN472,Ebay,32185,60,42.03,331.96,3,4,2,2,273.98,57.98
3811,2021-11-02,Brand 2,Brand 2 Ad Group 2,ASIN476,Ebay,14168,60,38.97,389.97,3,3,2,1,289.98,99.99
3812,2021-11-02,Brand 2,Brand 2 Ad Group 2,ASIN480,Ebay,27244,91,58.69,210.52,4,4,0,4,0.0,210.52
3813,2021-11-02,Brand 2,Brand 2 Ad Group 2,ASIN483,Ebay,54642,125,70.9,,12,12,8,4,911.92,305.38
3814,2021-11-02,Brand 2,Brand 2 Ad Group 2,ASIN487,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3815,2021-11-02,Brand 2,Brand 2 Ad Group 2,ASIN491,Ebay,11668,36,20.92,199.99,1,1,1,0,199.99,0.0
3816,2021-11-02,Brand 2,Brand 2 Ad Group 2,ASIN495,Ebay,136519,220,118.33,630.1,5,6,2,4,195.18,434.92
3817,2021-11-02,Brand 2,Brand 2 Ad Group 2,ASIN500,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3818,2021-11-02,Brand 2,Brand 2 Ad Group 2,ASIN506,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3819,2021-11-02,Brand 2,Brand 2 Ad Group 2,ASIN510,Ebay,3931,11,8.69,0.0,0,0,0,0,0.0,0.0
3820,2021-11-02,Brand 2,Brand 2 Ad Group 3,ASIN514,Ebay,0,0,0.0,0.0,0,0,0,0,0.0,0.0
3821,2021-11-02,Brand 2,Brand 2 Ad Group 3,ASIN519,Ebay,2339,2,1.89,0.0,0,0,0,0,0.0,0.0
3822,2021-11-02,Brand 2,Brand 2 Ad Group 5,ASIN618,Ebay,7115,19,14.19,376.98,2,2,0,2,0.0,376.98
3823,2021-11-03,Brand 1,Brand 1 Ad Group 1,ASIN376,Ebay,1088,31,10.05,214.94,6,6,5,1,174.95,39.99
3824,2021-11-03,Brand 1,Brand 1 Ad Group 11,ASIN384,Ebay,3771,20,3.17,59.99,1,1,0,1,0.0,59.99
3825,2021-11-03,Brand 1,Brand 1 Ad Group 11,ASIN389,Ebay,1530,12,2.25,39.99,1,1,0,1,0.0,39.99
3826,2021-11-03,Brand 1,Brand 1 Ad Group 13,ASIN376,Ebay,164,4,0.63,36.99,1,1,1,0,36.99,0.0
3827,2021-11-03,Brand 1,Brand 1 Ad Group 13,ASIN398,Ebay,8119,48,20.94,174.97,3,3,1,2,59.99,114.98
3828,2021-11-03,Brand 1,Brand 1 Ad Group 13,ASIN403,Ebay,893,2,0.24,0.0,0,0,0,0,0.0,0.0
3829,2021-11-03,Brand 1,Brand 1 Ad Group 13,ASIN409,Ebay,256,3,0.5,0.0,0,0,0,0,0.0,0.0
